Code INSEE région;Région;Nature;Date;Heure;Date - Heure;Consommation (MW);Thermique (MW);Nucléaire (MW);Eolien (MW);Solaire (MW);Hydraulique (MW);Pompage (MW);Bioénergies (MW);Ech. physiques (MW);TCO Thermique (%);TCH Thermique (%);TCO Nucléaire (%);TCH Nucléaire (%);TCO Eolien (%);TCH Eolien (%);TCO Solaire (%);TCH Solaire (%);TCO Hydraulique (%);TCH Hydraulique (%);TCO Bioénergies (%);TCH Bioénergies (%);Column 26
93;Provence-Alpes-Côte d'Azur;Données temps réel;2019-11-02;07:00;2019-11-02T07:00:00+01:00;3480;270;;5;0;453;0;100;2641;7.76;8.24;;;0.14;10.42;0.0;0.0;13.02;13.86;2.87;34.13;
93;Provence-Alpes-Côte d'Azur;Données temps réel;2019-11-02;10:15;2019-11-02T10:15:00+01:00;4098;301;;5;356;777;0;93;2567;7.35;9.18;;;0.12;10.42;8.69;27.6;18.96;23.78;2.27;31.74;
93;Provence-Alpes-Côte d'Azur;Données temps réel;2019-11-02;12:45;2019-11-02T12:45:00+01:00;4353;341;;3;370;632;0;95;2912;7.83;10.4;;;0.07;6.25;8.5;28.68;14.52;19.34;2.18;32.42;
93;Provence-Alpes-Côte d'Azur;Données temps réel;2019-11-02;18:30;2019-11-02T18:30:00+01:00;4379;437;;2;0;970;0;98;2860;9.98;13.33;;;0.05;4.17;0.0;0.0;22.15;29.68;2.24;33.45;
93;Provence-Alpes-Côte d'Azur;Données temps réel;2019-11-02;19:00;2019-11-02T19:00:00+01:00;4512;441;;2;0;1068;0;99;2889;9.77;13.45;;;0.04;4.17;0.0;0.0;23.67;32.68;2.19;33.79;
93;Provence-Alpes-Côte d'Azur;Données temps réel;2019-11-02;19:30;2019-11-02T19:30:00+01:00;4425;442;;2;0;1054;0;98;2817;9.99;13.48;;;0.05;4.17;0.0;0.0;23.82;32.25;2.21;33.45;
93;Provence-Alpes-Côte d'Azur;Données temps réel;2019-11-02;20:00;2019-11-02T20:00:00+01:00;4312;495;;3;0;969;0;100;2733;11.48;15.1;;;0.07;6.25;0.0;0.0;22.47;29.65;2.32;34.13;
93;Provence-Alpes-Côte d'Azur;Données temps réel;2019-11-02;23:15;2019-11-02T23:15:00+01:00;4568;543;;3;0;1039;0;98;2873;11.89;16.56;;;0.07;6.25;0.0;0.0;22.75;31.79;2.15;33.45;
93;Provence-Alpes-Côte d'Azur;Données temps réel;2019-11-02;23:30;2019-11-02T23:30:00+01:00;4472;541;;4;0;1044;0;100;2772;12.1;16.5;;;0.09;8.33;0.0;0.0;23.35;31.95;2.24;34.13;
93;Provence-Alpes-Côte d'Azur;Données temps réel;2019-11-03;02:15;2019-11-03T02:15:00+01:00;3813;270;;3;0;1101;0;100;2328;7.08;8.24;;;0.08;6.25;0.0;0.0;28.87;33.69;2.62;34.13;
93;Provence-Alpes-Côte d'Azur;Données temps réel;2019-11-03;03:15;2019-11-03T03:15:00+01:00;3379;270;;3;0;1160;0;102;1833;7.99;8.24;;;0.09;6.25;0.0;0.0;34.33;35.5;3.02;34.81;
93;Provence-Alpes-Côte d'Azur;Données temps réel;2019-11-03;03:30;2019-11-03T03:30:00+01:00;3373;270;;3;0;1165;0;96;1827;8.0;8.24;;;0.09;6.25;0.0;0.0;34.54;35.65;2.85;32.76;
93;Provence-Alpes-Côte d'Azur;Données temps réel;2019-11-03;04:00;2019-11-03T04:00:00+01:00;3260;270;;3;0;1202;0;99;1674;8.28;8.24;;;0.09;6.25;0.0;0.0;36.87;36.78;3.04;33.79;
93;Provence-Alpes-Côte d'Azur;Données temps réel;2019-11-03;05:15;2019-11-03T05:15:00+01:00;3193;270;;4;0;1221;0;99;1587;8.46;8.24;;;0.13;8.33;0.0;0.0;38.24;37.36;3.1;33.79;
93;Provence-Alpes-Côte d'Azur;Données temps réel;2019-11-03;05:30;2019-11-03T05:30:00+01:00;3252;270;;5;0;1226;0;101;1640;8.3;8.24;;;0.15;10.42;0.0;0.0;37.7;37.52;3.11;34.47;
93;Provence-Alpes-Côte d'Azur;Données temps réel;2019-11-03;06:30;2019-11-03T06:30:00+01:00;3246;270;;6;0;1177;0;97;1684;8.32;8.24;;;0.18;12.5;0.0;0.0;36.26;36.02;2.99;33.11;
93;Provence-Alpes-Côte d'Azur;Données temps réel;2019-11-03;06:45;2019-11-03T06:45:00+01:00;3295;270;;6;0;1156;0;101;1749;8.19;8.24;;;0.18;12.5;0.0;0.0;35.08;35.37;3.07;34.47;
93;Provence-Alpes-Côte d'Azur;Données temps réel;2019-11-03;07:00;2019-11-03T07:00:00+01:00;3287;270;;7;0;1158;0;94;1746;8.21;8.24;;;0.21;14.58;0.0;0.0;35.23;35.43;2.86;32.08;
93;Provence-Alpes-Côte d'Azur;Données temps réel;2019-11-03;07:15;2019-11-03T07:15:00+01:00;3213;270;;7;0;1117;0;101;1705;8.4;8.24;;;0.22;14.58;0.0;0.0;34.77;34.18;3.14;34.47;
93;Provence-Alpes-Côte d'Azur;Données temps réel;2019-11-03;07:45;2019-11-03T07:45:00+01:00;3301;270;;9;20;1109;0;93;1800;8.18;8.24;;;0.27;18.75;0.61;1.55;33.6;33.94;2.82;31.74;
93;Provence-Alpes-Côte d'Azur;Données temps réel;2019-11-03;08:15;2019-11-03T08:15:00+01:00;3443;271;;11;34;1099;0;98;1930;7.87;8.27;;;0.32;22.92;0.99;2.64;31.92;33.63;2.85;33.45;
93;Provence-Alpes-Côte d'Azur;Données temps réel;2019-11-03;09:15;2019-11-03T09:15:00+01:00;3734;288;;14;158;1133;0;95;2046;7.71;8.79;;;0.37;29.17;4.23;12.25;30.34;34.67;2.54;32.42;
93;Provence-Alpes-Côte d'Azur;Données temps réel;2019-11-03;10:45;2019-11-03T10:45:00+01:00;4029;290;;21;212;1240;0;97;2168;7.2;8.85;;;0.52;43.75;5.26;16.43;30.78;37.94;2.41;33.11;
93;Provence-Alpes-Côte d'Azur;Données temps réel;2019-11-03;11:15;2019-11-03T11:15:00+01:00;4171;290;;20;249;1162;0;102;2348;6.95;8.85;;;0.48;41.67;5.97;19.3;27.86;35.56;2.45;34.81;
93;Provence-Alpes-Côte d'Azur;Données temps réel;2019-11-03;11:45;2019-11-03T11:45:00+01:00;4178;290;;15;312;1134;0;101;2326;6.94;8.85;;;0.36;31.25;7.47;24.19;27.14;34.7;2.42;34.47;
93;Provence-Alpes-Côte d'Azur;Données temps réel;2019-11-03;12:15;2019-11-03T12:15:00+01:00;4340;290;;18;399;1087;0;98;2449;6.68;8.85;;;0.41;37.5;9.19;30.93;25.05;33.26;2.26;33.45;
93;Provence-Alpes-Côte d'Azur;Données temps réel;2019-11-03;12:30;2019-11-03T12:30:00+01:00;4291;290;;18;356;1055;0;95;2479;6.76;8.85;;;0.42;37.5;8.3;27.6;24.59;32.28;2.21;32.42;
93;Provence-Alpes-Côte d'Azur;Données temps réel;2019-11-03;13:15;2019-11-03T13:15:00+01:00;4310;290;;25;430;1056;0;94;2415;6.73;8.85;;;0.58;52.08;9.98;33.33;24.5;32.31;2.18;32.08;
93;Provence-Alpes-Côte d'Azur;Données temps réel;2019-11-03;14:15;2019-11-03T14:15:00+01:00;4217;270;;29;296;980;0;95;2547;6.4;8.24;;;0.69;60.42;7.02;22.95;23.24;29.99;2.25;32.42;
93;Provence-Alpes-Côte d'Azur;Données temps réel;2019-11-03;15:00;2019-11-03T15:00:00+01:00;3989;270;;28;240;983;0;99;2370;6.77;8.24;;;0.7;58.33;6.02;18.6;24.64;30.08;2.48;33.79;
93;Provence-Alpes-Côte d'Azur;Données temps réel;2019-11-03;15:15;2019-11-03T15:15:00+01:00;3923;270;;36;263;1013;0;97;2244;6.88;8.24;;;0.92;75.0;6.7;20.39;25.82;31.0;2.47;33.11;
93;Provence-Alpes-Côte d'Azur;Données temps réel;2019-11-03;16:30;2019-11-03T16:30:00+01:00;3824;270;;31;117;1008;0;98;2300;7.06;8.24;;;0.81;64.58;3.06;9.07;26.36;30.84;2.56;33.45;
93;Provence-Alpes-Côte d'Azur;Données temps réel;2019-11-03;16:45;2019-11-03T16:45:00+01:00;3815;269;;31;83;1027;0;100;2305;7.05;8.21;;;0.81;64.58;2.18;6.43;26.92;31.43;2.62;34.13;
93;Provence-Alpes-Côte d'Azur;Données temps réel;2019-11-03;17:00;2019-11-03T17:00:00+01:00;3825;282;;25;45;1023;0;97;2353;7.37;8.6;;;0.65;52.08;1.18;3.49;26.75;31.3;2.54;33.11;
93;Provence-Alpes-Côte d'Azur;Données temps réel;2019-11-03;17:15;2019-11-03T17:15:00+01:00;3830;290;;26;27;1042;0;101;2345;7.57;8.85;;;0.68;54.17;0.7;2.09;27.21;31.88;2.64;34.47;
93;Provence-Alpes-Côte d'Azur;Données temps réel;2019-11-03;17:30;2019-11-03T17:30:00+01:00;4070;290;;25;25;1056;0;102;2572;7.13;8.85;;;0.61;52.08;0.61;1.94;25.95;32.31;2.51;34.81;
93;Provence-Alpes-Côte d'Azur;Données temps réel;2019-11-03;20:00;2019-11-03T20:00:00+01:00;4447;290;;19;0;1130;0;102;2894;6.52;8.85;;;0.43;39.58;0.0;0.0;25.41;34.58;2.29;34.81;
93;Provence-Alpes-Côte d'Azur;Données temps réel;2019-11-03;22:15;2019-11-03T22:15:00+01:00;3950;290;;18;0;1113;0;100;2417;7.34;8.85;;;0.46;37.5;0.0;0.0;28.18;34.06;2.53;34.13;
93;Provence-Alpes-Côte d'Azur;Données temps réel;2019-11-03;22:45;2019-11-03T22:45:00+01:00;3958;290;;20;0;1112;0;97;2427;7.33;8.85;;;0.51;41.67;0.0;0.0;28.09;34.03;2.45;33.11;
93;Provence-Alpes-Côte d'Azur;Données temps réel;2019-11-03;23:00;2019-11-03T23:00:00+01:00;4213;290;;20;0;1117;0;104;2670;6.88;8.85;;;0.47;41.67;0.0;0.0;26.51;34.18;2.47;35.49;
93;Provence-Alpes-Côte d'Azur;Données temps réel;2019-11-04;00:00;2019-11-04T00:00:00+01:00;4219;290;;16;0;1075;0;95;2731;6.87;8.85;;;0.38;33.33;0.0;0.0;25.48;32.89;2.25;32.42;
93;Provence-Alpes-Côte d'Azur;Données temps réel;2019-11-04;00:45;2019-11-04T00:45:00+01:00;3860;290;;15;0;1068;0;100;2375;7.51;8.85;;;0.39;31.25;0.0;0.0;27.67;32.68;2.59;34.13;
93;Provence-Alpes-Côte d'Azur;Données temps réel;2019-11-04;01:00;2019-11-04T01:00:00+01:00;3845;290;;16;0;1085;0;97;2346;7.54;8.85;;;0.42;33.33;0.0;0.0;28.22;33.2;2.52;33.11;
93;Provence-Alpes-Côte d'Azur;Données temps réel;2019-11-04;02:30;2019-11-04T02:30:00+01:00;3869;346;;11;0;1124;0;95;2282;8.94;10.56;;;0.28;22.92;0.0;0.0;29.05;34.39;2.46;32.42;
93;Provence-Alpes-Côte d'Azur;Données temps réel;2019-11-04;03:30;2019-11-04T03:30:00+01:00;3591;376;;7;0;1110;0;94;1993;10.47;11.47;;;0.19;14.58;0.0;0.0;30.91;33.97;2.62;32.08;
93;Provence-Alpes-Côte d'Azur;Données temps réel;2019-11-04;03:45;2019-11-04T03:45:00+01:00;3523;387;;5;0;1108;0;100;1910;10.98;11.81;;;0.14;10.42;0.0;0.0;31.45;33.9;2.84;34.13;
93;Provence-Alpes-Côte d'Azur;Données temps réel;2019-11-04;04:00;2019-11-04T04:00:00+01:00;3470;407;;4;0;1109;0;96;1843;11.73;12.42;;;0.12;8.33;0.0;0.0;31.96;33.94;2.77;32.76;
93;Provence-Alpes-Côte d'Azur;Données temps réel;2019-11-04;04:30;2019-11-04T04:30:00+01:00;3461;487;;4;0;1106;0;95;1757;14.07;14.86;;;0.12;8.33;0.0;0.0;31.96;33.84;2.74;32.42;
93;Provence-Alpes-Côte d'Azur;Données temps réel;2019-11-04;06:00;2019-11-04T06:00:00+01:00;3682;783;;8;0;1096;0;101;1683;21.27;23.89;;;0.22;16.67;0.0;0.0;29.77;33.54;2.74;34.47;
93;Provence-Alpes-Côte d'Azur;Données temps réel;2019-11-04;06:30;2019-11-04T06:30:00+01:00;3918;1048;;8;0;1124;0;101;1625;26.75;31.97;;;0.2;16.67;0.0;0.0;28.69;34.39;2.58;34.47;
93;Provence-Alpes-Côte d'Azur;Données temps réel;2019-11-04;08:30;2019-11-04T08:30:00+01:00;4267;1645;;7;56;1236;0;96;1227;38.55;50.18;;;0.16;14.58;1.31;4.34;28.97;37.82;2.25;32.76;
93;Provence-Alpes-Côte d'Azur;Données temps réel;2019-11-04;09:15;2019-11-04T09:15:00+01:00;4366;1665;;7;132;1208;0;98;1255;38.14;50.79;;;0.16;14.58;3.02;10.23;27.67;36.96;2.24;33.45;
93;Provence-Alpes-Côte d'Azur;Données temps réel;2019-11-04;10:00;2019-11-04T10:00:00+01:00;4414;1602;;6;193;1194;0;101;1317;36.29;48.87;;;0.14;12.5;4.37;14.96;27.05;36.54;2.29;34.47;
93;Provence-Alpes-Côte d'Azur;Données temps réel;2019-11-04;10:30;2019-11-04T10:30:00+01:00;4361;1584;;6;265;1063;0;92;1351;36.32;48.32;;;0.14;12.5;6.08;20.54;24.38;32.53;2.11;31.4;
93;Provence-Alpes-Côte d'Azur;Données temps réel;2019-11-04;12:15;2019-11-04T12:15:00+01:00;4594;1397;;6;367;1120;0;96;1607;30.41;42.62;;;0.13;12.5;7.99;28.45;24.38;34.27;2.09;32.76;
93;Provence-Alpes-Côte d'Azur;Données temps réel;2019-11-04;12:30;2019-11-04T12:30:00+01:00;4470;1381;;6;331;1123;0;102;1526;30.89;42.13;;;0.13;12.5;7.4;25.66;25.12;34.36;2.28;34.81;
93;Provence-Alpes-Côte d'Azur;Données temps réel;2019-11-04;13:45;2019-11-04T13:45:00+01:00;4494;1366;;3;360;1225;0;101;1439;30.4;41.67;;;0.07;6.25;8.01;27.91;27.26;37.48;2.25;34.47;
93;Provence-Alpes-Côte d'Azur;Données temps réel;2019-11-04;15:00;2019-11-04T15:00:00+01:00;4374;1395;;2;271;1121;0;96;1488;31.89;42.56;;;0.05;4.17;6.2;21.01;25.63;34.3;2.19;32.76;
93;Provence-Alpes-Côte d'Azur;Données temps réel;2019-11-04;15:45;2019-11-04T15:45:00+01:00;4307;1620;;1;280;1148;0;96;1160;37.61;49.42;;;0.02;2.08;6.5;21.71;26.65;35.13;2.23;32.76;
93;Provence-Alpes-Côte d'Azur;Données temps réel;2019-11-04;16:45;2019-11-04T16:45:00+01:00;4168;1631;;1;71;1268;0;102;1095;39.13;49.76;;;0.02;2.08;1.7;5.5;30.42;38.8;2.45;34.81;
93;Provence-Alpes-Côte d'Azur;Données temps réel;2019-11-04;17:15;2019-11-04T17:15:00+01:00;4200;1609;;2;26;1277;0;100;1186;38.31;49.08;;;0.05;4.17;0.62;2.02;30.4;39.08;2.38;34.13;
93;Provence-Alpes-Côte d'Azur;Données temps réel;2019-11-04;17:30;2019-11-04T17:30:00+01:00;4340;1626;;2;25;1269;0;99;1320;37.47;49.6;;;0.05;4.17;0.58;1.94;29.24;38.83;2.28;33.79;
93;Provence-Alpes-Côte d'Azur;Données temps réel;2019-11-04;18:00;2019-11-04T18:00:00+01:00;4582;1503;;2;19;1324;0;95;1639;32.8;45.85;;;0.04;4.17;0.41;1.47;28.9;40.51;2.07;32.42;
93;Provence-Alpes-Côte d'Azur;Données temps réel;2019-11-04;18:30;2019-11-04T18:30:00+01:00;4738;1594;;2;0;1259;0;100;1770;33.64;48.63;;;0.04;4.17;0.0;0.0;26.57;38.53;2.11;34.13;
93;Provence-Alpes-Côte d'Azur;Données temps réel;2019-11-04;19:00;2019-11-04T19:00:00+01:00;4883;1680;;2;0;1192;0;93;1904;34.41;51.25;;;0.04;4.17;0.0;0.0;24.41;36.47;1.9;31.74;
93;Provence-Alpes-Côte d'Azur;Données temps réel;2019-11-04;20:45;2019-11-04T20:45:00+01:00;4450;1320;;11;0;1251;0;99;1756;29.66;40.27;;;0.25;22.92;0.0;0.0;28.11;38.28;2.22;33.79;
93;Provence-Alpes-Côte d'Azur;Données temps réel;2019-11-04;21:15;2019-11-04T21:15:00+01:00;4230;1573;;9;0;1266;0;95;1274;37.19;47.99;;;0.21;18.75;0.0;0.0;29.93;38.74;2.25;32.42;
93;Provence-Alpes-Côte d'Azur;Données temps réel;2019-11-04;22:30;2019-11-04T22:30:00+01:00;4090;1109;;10;0;1248;0;101;1609;27.11;33.83;;;0.24;20.83;0.0;0.0;30.51;38.19;2.47;34.47;
93;Provence-Alpes-Côte d'Azur;Données temps réel;2019-11-05;01:15;2019-11-05T01:15:00+01:00;3884;963;;3;0;1164;0;95;1646;24.79;29.38;;;0.08;6.25;0.0;0.0;29.97;35.62;2.45;32.42;
93;Provence-Alpes-Côte d'Azur;Données temps réel;2019-11-05;01:30;2019-11-05T01:30:00+01:00;3852;977;;3;0;1170;0;97;1592;25.36;29.8;;;0.08;6.25;0.0;0.0;30.37;35.8;2.52;33.11;
93;Provence-Alpes-Côte d'Azur;Données temps réel;2019-11-05;02:00;2019-11-05T02:00:00+01:00;3846;933;;3;0;1121;0;96;1680;24.26;28.46;;;0.08;6.25;0.0;0.0;29.15;34.3;2.5;32.76;
93;Provence-Alpes-Côte d'Azur;Données temps réel;2019-11-05;02:45;2019-11-05T02:45:00+01:00;3740;966;;2;0;1034;0;94;1631;25.83;29.47;;;0.05;4.17;0.0;0.0;27.65;31.64;2.51;32.08;
93;Provence-Alpes-Côte d'Azur;Données temps réel;2019-11-05;04:15;2019-11-05T04:15:00+01:00;3555;842;;1;0;1099;0;101;1500;23.68;25.69;;;0.03;2.08;0.0;0.0;30.91;33.63;2.84;34.47;
93;Provence-Alpes-Côte d'Azur;Données temps réel;2019-11-05;04:30;2019-11-05T04:30:00+01:00;3493;854;;1;0;1106;0;102;1418;24.45;26.05;;;0.03;2.08;0.0;0.0;31.66;33.84;2.92;34.81;
93;Provence-Alpes-Côte d'Azur;Données temps réel;2019-11-05;04:45;2019-11-05T04:45:00+01:00;3524;883;;1;0;1104;0;93;1431;25.06;26.94;;;0.03;2.08;0.0;0.0;31.33;33.78;2.64;31.74;
93;Provence-Alpes-Côte d'Azur;Données temps réel;2019-11-05;05:15;2019-11-05T05:15:00+01:00;3715;866;;1;0;1164;0;98;1572;23.31;26.42;;;0.03;2.08;0.0;0.0;31.33;35.62;2.64;33.45;
93;Provence-Alpes-Côte d'Azur;Données temps réel;2019-11-05;07:15;2019-11-05T07:15:00+01:00;4274;1080;;1;0;1248;0;97;1835;25.27;32.95;;;0.02;2.08;0.0;0.0;29.2;38.19;2.27;33.11;
93;Provence-Alpes-Côte d'Azur;Données temps réel;2019-11-05;09:00;2019-11-05T09:00:00+01:00;4393;1259;;1;150;1197;0;97;1690;28.66;38.41;;;0.02;2.08;3.41;11.63;27.25;36.63;2.21;33.11;
93;Provence-Alpes-Côte d'Azur;Données temps réel;2019-11-05;09:30;2019-11-05T09:30:00+01:00;4489;1403;;0;297;1201;0;97;1492;31.25;42.8;;;0.0;0.0;6.62;23.02;26.75;36.75;2.16;33.11;
93;Provence-Alpes-Côte d'Azur;Données temps réel;2019-11-05;10:45;2019-11-05T10:45:00+01:00;4551;1489;;2;592;1242;0;97;1129;32.72;45.42;;;0.04;4.17;13.01;45.89;27.29;38.0;2.13;33.11;
93;Provence-Alpes-Côte d'Azur;Données temps réel;2019-11-05;11:15;2019-11-05T11:15:00+01:00;4538;1522;;6;542;1237;0;90;1140;33.54;46.43;;;0.13;12.5;11.94;42.02;27.26;37.85;1.98;30.72;
93;Provence-Alpes-Côte d'Azur;Données temps réel;2019-11-05;11:45;2019-11-05T11:45:00+01:00;4540;1594;;8;626;1250;0;95;968;35.11;48.63;;;0.18;16.67;13.79;48.53;27.53;38.25;2.09;32.42;
93;Provence-Alpes-Côte d'Azur;Données temps réel;2019-11-05;12:00;2019-11-05T12:00:00+01:00;4618;1638;;6;615;1257;0;93;1009;35.47;49.97;;;0.13;12.5;13.32;47.67;27.22;38.46;2.01;31.74;
93;Provence-Alpes-Côte d'Azur;Données temps réel;2019-11-05;13:30;2019-11-05T13:30:00+01:00;4576;1859;;9;517;1360;0;98;732;40.63;56.71;;;0.2;18.75;11.3;40.08;29.72;41.62;2.14;33.45;
93;Provence-Alpes-Côte d'Azur;Données temps réel;2019-11-05;14:00;2019-11-05T14:00:00+01:00;4575;1825;;8;628;1333;0;94;688;39.89;55.67;;;0.17;16.67;13.73;48.68;29.14;40.79;2.05;32.08;
93;Provence-Alpes-Côte d'Azur;Données temps réel;2019-11-05;15:00;2019-11-05T15:00:00+01:00;4399;1615;;4;443;1293;0;99;945;36.71;49.27;;;0.09;8.33;10.07;34.34;29.39;39.57;2.25;33.79;
93;Provence-Alpes-Côte d'Azur;Données temps réel;2019-11-05;15:30;2019-11-05T15:30:00+01:00;4357;1699;;7;316;1348;0;97;890;38.99;51.83;;;0.16;14.58;7.25;24.5;30.94;41.25;2.23;33.11;
93;Provence-Alpes-Côte d'Azur;Données temps réel;2019-11-05;15:45;2019-11-05T15:45:00+01:00;4342;1718;;7;285;1379;0;97;856;39.57;52.41;;;0.16;14.58;6.56;22.09;31.76;42.2;2.23;33.11;
93;Provence-Alpes-Côte d'Azur;Données temps réel;2019-11-05;16:00;2019-11-05T16:00:00+01:00;4317;1708;;8;232;1367;0;94;909;39.56;52.1;;;0.19;16.67;5.37;17.98;31.67;41.83;2.18;32.08;
93;Provence-Alpes-Côte d'Azur;Données temps réel;2019-11-05;18:15;2019-11-05T18:15:00+01:00;4865;1925;;12;18;1703;0;94;1113;39.57;58.72;;;0.25;25.0;0.37;1.4;35.01;52.11;1.93;32.08;
93;Provence-Alpes-Côte d'Azur;Données temps réel;2019-11-05;19:45;2019-11-05T19:45:00+01:00;4946;1973;;17;0;1377;0;100;1467;39.89;60.19;;;0.34;35.42;0.0;0.0;27.84;42.14;2.02;34.13;
93;Provence-Alpes-Côte d'Azur;Données temps réel;2019-11-05;20:00;2019-11-05T20:00:00+01:00;4877;1968;;16;0;1380;0;97;1404;40.35;60.04;;;0.33;33.33;0.0;0.0;28.3;42.23;1.99;33.11;
93;Provence-Alpes-Côte d'Azur;Données temps réel;2019-11-05;20:15;2019-11-05T20:15:00+01:00;4765;1915;;15;0;1274;0;93;1457;40.19;58.42;;;0.31;31.25;0.0;0.0;26.74;38.98;1.95;31.74;
93;Provence-Alpes-Côte d'Azur;Données temps réel;2019-11-05;20:30;2019-11-05T20:30:00+01:00;4751;1902;;15;0;1297;0;100;1425;40.03;58.02;;;0.32;31.25;0.0;0.0;27.3;39.69;2.1;34.13;
93;Provence-Alpes-Côte d'Azur;Données temps réel;2019-11-05;20:45;2019-11-05T20:45:00+01:00;4619;1794;;13;0;1262;0;97;1442;38.84;54.73;;;0.28;27.08;0.0;0.0;27.32;38.62;2.1;33.11;
93;Provence-Alpes-Côte d'Azur;Données temps réel;2019-11-05;21:45;2019-11-05T21:45:00+01:00;4336;1664;;10;0;1200;0;95;1356;38.38;50.76;;;0.23;20.83;0.0;0.0;27.68;36.72;2.19;32.42;
93;Provence-Alpes-Côte d'Azur;Données temps réel;2019-11-05;23:45;2019-11-05T23:45:00+01:00;4682;1704;;10;0;1275;0;91;1590;36.39;51.98;;;0.21;20.83;0.0;0.0;27.23;39.01;1.94;31.06;
93;Provence-Alpes-Côte d'Azur;Données temps réel;2019-11-06;00:00;2019-11-06T00:00:00+01:00;4486;1668;;8;0;1296;0;91;1412;37.18;50.88;;;0.18;16.67;0.0;0.0;28.89;39.66;2.03;31.06;
93;Provence-Alpes-Côte d'Azur;Données temps réel;2019-11-06;00:15;2019-11-06T00:15:00+01:00;4383;1520;;8;0;1249;0;90;1504;34.68;46.37;;;0.18;16.67;0.0;0.0;28.5;38.22;2.05;30.72;
93;Provence-Alpes-Côte d'Azur;Données temps réel;2019-11-06;01:15;2019-11-06T01:15:00+01:00;4102;1084;;9;0;1158;0;93;1747;26.43;33.07;;;0.22;18.75;0.0;0.0;28.23;35.43;2.27;31.74;
93;Provence-Alpes-Côte d'Azur;Données temps réel;2019-11-06;01:45;2019-11-06T01:45:00+01:00;4011;1075;;7;0;1147;0;97;1674;26.8;32.79;;;0.17;14.58;0.0;0.0;28.6;35.1;2.42;33.11;
93;Provence-Alpes-Côte d'Azur;Données temps réel;2019-11-06;02:15;2019-11-06T02:15:00+01:00;4296;1180;;6;0;1113;0;96;1890;27.47;36.0;;;0.14;12.5;0.0;0.0;25.91;34.06;2.23;32.76;
93;Provence-Alpes-Côte d'Azur;Données temps réel;2019-11-06;04:30;2019-11-06T04:30:00+01:00;3650;926;;5;0;1115;0;89;1502;25.37;28.25;;;0.14;10.42;0.0;0.0;30.55;34.12;2.44;30.38;
93;Provence-Alpes-Côte d'Azur;Données temps réel;2019-11-06;07:00;2019-11-06T07:00:00+01:00;4496;1504;;7;0;1331;0;96;1546;33.45;45.88;;;0.16;14.58;0.0;0.0;29.6;40.73;2.14;32.76;
93;Provence-Alpes-Côte d'Azur;Données temps réel;2019-11-06;08:45;2019-11-06T08:45:00+01:00;4676;1599;;8;214;1550;0;92;1213;34.2;48.78;;;0.17;16.67;4.58;16.59;33.15;47.43;1.97;31.4;
93;Provence-Alpes-Côte d'Azur;Données temps réel;2019-11-06;09:00;2019-11-06T09:00:00+01:00;4719;1603;;8;319;1550;0;95;1145;33.97;48.9;;;0.17;16.67;6.76;24.73;32.85;47.43;2.01;32.42;
93;Provence-Alpes-Côte d'Azur;Données temps réel;2019-11-06;09:30;2019-11-06T09:30:00+01:00;4676;1610;;9;442;1471;0;97;1047;34.43;49.12;;;0.19;18.75;9.45;34.26;31.46;45.01;2.07;33.11;
93;Provence-Alpes-Côte d'Azur;Données temps réel;2019-11-06;10:30;2019-11-06T10:30:00+01:00;4637;1827;;11;631;1397;0;91;680;39.4;55.74;;;0.24;22.92;13.61;48.91;30.13;42.75;1.96;31.06;
93;Provence-Alpes-Côte d'Azur;Données temps réel;2019-11-06;13:45;2019-11-06T13:45:00+01:00;4718;1879;;8;709;1241;0;95;787;39.83;57.32;;;0.17;16.67;15.03;54.96;26.3;37.97;2.01;32.42;
93;Provence-Alpes-Côte d'Azur;Données temps réel;2019-11-06;14:15;2019-11-06T14:15:00+01:00;4794;1897;;9;619;1249;0;96;925;39.57;57.87;;;0.19;18.75;12.91;47.98;26.05;38.22;2.0;32.76;
93;Provence-Alpes-Côte d'Azur;Données temps réel;2019-11-06;14:30;2019-11-06T14:30:00+01:00;4731;1894;;8;626;1238;0;94;870;40.03;57.78;;;0.17;16.67;13.23;48.53;26.17;37.88;1.99;32.08;
93;Provence-Alpes-Côte d'Azur;Données temps réel;2019-11-06;17:00;2019-11-06T17:00:00+01:00;4447;1982;;5;35;1554;0;96;775;44.57;60.46;;;0.11;10.42;0.79;2.71;34.94;47.55;2.16;32.76;
93;Provence-Alpes-Côte d'Azur;Données temps réel;2019-11-06;17:15;2019-11-06T17:15:00+01:00;4536;1966;;4;27;1668;0;98;772;43.34;59.98;;;0.09;8.33;0.6;2.09;36.77;51.04;2.16;33.45;
93;Provence-Alpes-Côte d'Azur;Données temps réel;2019-11-06;18:00;2019-11-06T18:00:00+01:00;5078;1991;;5;17;1694;0;100;1272;39.21;60.74;;;0.1;10.42;0.33;1.32;33.36;51.84;1.97;34.13;
93;Provence-Alpes-Côte d'Azur;Données temps réel;2019-11-06;19:45;2019-11-06T19:45:00+01:00;5188;1939;;5;0;1654;0;94;1486;37.37;59.15;;;0.1;10.42;0.0;0.0;31.88;50.61;1.81;32.08;
93;Provence-Alpes-Côte d'Azur;Données temps réel;2019-11-06;20:00;2019-11-06T20:00:00+01:00;5153;1928;;5;0;1670;0;99;1442;37.42;58.82;;;0.1;10.42;0.0;0.0;32.41;51.1;1.92;33.79;
